보고일자,지역,위도,경도,해파리크기,밀집여부
2014-11-27,경남 진해시 행암만 근해,35.117008,128.686003,30~40,
2014-11-27,경남 창원시 진해구 잠도 근해,35.066092,128.674402,15~25,
2014-11-27,경남 창원시 진해구 잠도 근해,35.063128,128.680202,15~30,
2014-11-27,부산 가덕도 눌차만 근해,35.078484,128.850359,,
2014-11-27,부산 해운대 청사포 근해,35.150844,129.227873,,
2014-11-27,부산 태종대 근해,35.052272,129.10106,,
2014-11-27,부산 가덕도 근해,35.036422,128.863079,,
2014-11-27,,35.151545,129.195805,,
2014-11-27,부산 기장 연안,35.17395,129.209228,,
2014-11-27,,35.820268,129.52325,,
2014-11-27,경북 감포 근해,35.847356,129.551988,,
2014-11-27,경북 경주시 감포 근해,35.822168,129.536519,,
2014-11-27,"경북 영덕 축산항, 대진항 사이",36.532313,129.450776,,
2014-11-27,,36.282068,129.621196,,
2014-11-27,경북 영일만,36.098339,129.487778,,
2014-11-27,경북 포항 북구 월포 근해,36.200575,129.386899,,
2014-11-27,경북 포항시 흥해 근해,36.1674,129.424371,,
2014-11-27,전남 고흥 득량만연안,34.723766,127.254709,10~25,
2014-11-27,인천154-7해구,37.216667,126.15,,
2014-11-27,인천 옹진군 덕적면 대이작도 근해,37.164152,126.238073,,
2014-11-27,인천 옹진군 대청면 소청도 근해,37.759304,124.779477,,
2014-11-27,인천 옹진군 북도면 장봉도 밑 날가지도 근해,37.511862,126.33022,,
2014-11-27,인천 연평도 근해,37.634264,125.738941,,
2014-11-27,인천 무의도 근해,37.435718,126.322886,,
2014-11-27,인천 백령도 연봉바위 근해,37.894136,124.7002,50~60,
2014-11-27,경기도 입파도 도리도 근해,37.101374,126.567171,,
2014-11-27,,37.112712,126.601324,,
2014-11-27,인천시 옹진군 덕적도 근해,37.232588,126.205483,,
2014-11-27,경기도 안산시 시화호 근해,37.133502,126.537702,,
2014-11-27,경기 평택 LNG 근해,37.016124,126.772443,,
2014-11-27,경기도 평택시 평택항 근해,36.91523,126.938034,,
2014-11-27,,36.9438,126.27068,,
2014-11-27,충남 태안군 내리 만대 앞,36.98883,126.30895,,
2014-11-27,충남 보령 삽시도 근해,36.344298,126.332153,,
2014-11-27,충남 보령 외연도 남방해역,36.166667,126.166667,,
2014-11-27,충남 태안군 근흥면 가의도리 옹도 근해,36.639152,125.997641,,
2014-11-27,충남 보령 녹도 근해,36.263708,126.232007,,
2014-11-27,충남 당진군 현대제철 근해,36.994437,126.67055,,
2014-11-27,충남 태안군 가의도리 흑도 근해,36.695456,125.987974,,
2014-11-27,전북 군산시 옥도면 선유도 근해,35.833197,126.386512,,
2014-11-27,전북 부안 위도 근해,35.606421,126.320552,,
2014-11-27,전북 고창 상하면 자룡리 근해,35.445017,126.415532,,
2014-11-27,전북 군산 무녀도 근해,35.793112,126.438168,,
2014-11-27,전북 군산 개야도 근해,36.029184,126.533913,,
2014-11-27,전북 군산 새만금 바깥해역,35.88655,126.527755,,
2014-11-27,전남 영광군 낙월면 안마도 서쪽해역,35.347126,125.968638,,
2014-11-27,전남 진도군 임회면 죽도 불무도 사이,34.314879,126.142361,,
2014-11-27,전남 고흥 나로도 근해,34.473838,127.544917,10~20,
2014-11-27,전남 고흥 거금도 근해,34.435314,127.247144,,
2014-11-27,,34.009168,125.113989,,
2014-11-27,전남 신안군 홍도 서방해역,34.693705,125.129458,,
2014-11-27,제주도 제주시 근해,33.54966,126.446193,70~80,
2014-11-27,,34.032297,125.089253,,
2014-11-27,전남 완도 근해,34.286738,126.799705,,
2014-11-27,전남 완도군 약산면 근해,34.353822,126.937769,,
2017-06-08,경기 안산시 대부북동 구봉도 앞바다,37.284069,126.55811,,
2017-06-08,경기 안산시 풍도 앞바다,37.11203,126.40104,,
2017-06-08,행랑곡 근해,37.163891,126.466932,,
2017-06-08,입파도 근해,37.490905,126.491652,,
2017-06-08,국화도 근해,37.054189,126.576831,,
2017-06-08,제부도 근해,37.142531,126.63616,,
2017-06-08,경기도 화성시 궁평리 앞바다,37.1207,126.652282,,
2017-06-08,국화도 부근,37.053177,126.558216,,
2017-06-08,오이도 부근,37.313923,126.365625,10,
2017-06-08,한강 내수면,37.769664,126.667632,,
2017-06-08,강릉시 송정해변 부근,37.7788,128.9493,,
2017-06-08,"63-7,8번 해구",37.527812,129.223715,,
2017-06-08,묵호항 근해,37.588455,129.182623,30,
2017-06-08,강원 삼척 증산해변 북쪽수역,37.484864,129.159314,10,
2017-06-08,동해 묵호항 부근,37.534474,129.120939,,
2017-06-08,동해시 한섬해수욕장 부근,37.527741,129.128795,30,
2017-06-08,63-7번 해구,37.526839,129.165478,,
2017-06-08,동해시 천곡동 근해,37.5287,129.1355,,
2017-06-08,63-9번 해구,37.519004,129.777675,,
2017-06-08,강원 속초시 용촌리 앞바다,38.2427,128.6011,,
2017-06-08,강원 속초시 청호동 앞바다,38.198611,128.60582,,
2017-06-08,삼척시 연안,37.399756,129.411532,,
2017-06-08,삼척시 교동 앞바다,37.458694,129.21315,,
2017-06-08,삼척시 장호리 앞바다,37.293567,129.35061,,
2017-06-08,삼척시 장호리 앞바다,37.291886,129.381623,,
2017-06-08,삼척시 앞바다,37.373022,129.389216,,
2017-06-08,양양 앞바다,38.059765,128.892146,,
2017-06-08,고파도 근해,36.908829,126.362909,,
2017-06-08,가로림만 부근,36.904156,126.362979,,
2017-06-08,충남 서산시 웅도리 부근,36.90951,126.387869,,
2017-06-08,충남 홍성군 죽도리 부근,36.515354,126.419349,5,
2017-06-08,가로림만,38.846127,126.351588,,
2017-06-08,충남 서천군 연도 근해,36.103774,126.481361,,
2017-06-08,충남 서천군 마량리 근해,36.10204,126.524792,,
2017-06-08,충남 태안군 황도리 근해,36.596945,126.394381,,
2017-06-08,전북 군산시 신시도 야미도 사이,35.8426,126.4618,15-25,y
2017-06-08,전북 군산시 비응도 근해,35.980976,126.489582,03-05,y
2017-06-08,전북 새만금 내측,35.844151,126.614068,03-05,y
2017-06-08,전북 고창군 광승리 앞바다,35.499362,126.461603,10,
2017-06-08,전북 부안군 위도면 근해,35.6266,126.3403,10,y
2017-06-08,전북 고창군 광승리 앞바다,35.50614,126.466238,03-05,y
2017-06-08,전북 부안군 변산면 격포리 근해,35.620416,126.438168,,
2017-06-08,전북 부안군 위도면 상왕등리,35.683382,126.051914,03-05,y
2017-06-08,전북 부안군 위도면 근해,35.536931,126.342607,,
2017-06-08,전북 부안군 위도면 근해,35.583432,126.316269,,
2017-06-08,전남 득량만 내측,34.6931,127.2049,10,y
2017-06-08,전남 득량만 객산리 부근,34.6875,127.1948,,
2017-06-08,전남 득량만 회천면 부근,34.647229,127.121051,10,y
2017-06-08,전남 득량만 회천면 부근,34.653796,127.104228,05-10,y
2017-06-08,전남 영광군 안마도 부근,35.326081,126.038718,,
2017-06-08,전남 영광군 칠곡리 근해,35.3759,126.385,15,
2017-06-08,전남 영광군 대신리 앞바다,35.353312,126.369446,05-10,
2017-06-08,전남 금당면 금당도,34.4011,127.0739,10,
2017-06-08,전남 자은도 근해,34.934229,125.887096,05-10,
2017-06-08,전남 신안군 암태면 와촌리 부근,34.815374,126.131789,,
2017-06-08,전남 신안군 오상리,34.858495,126.076945,05-10,
2017-06-08,전남 신안군 송곡리,34.83374,126.184249,,
2017-06-08,신안군 도초도 부근,34.687785,125.871389,,
2017-06-08,신안군 비금도 근해,34.711789,125.81409,,
2017-06-08,신안군 도초도 죽연리,34.664731,125.992761,,
2017-06-08,포항시 구만리 앞바다,36.1285,129.576,,
2017-06-08,포항시 북구 지경리 앞바다,36.256105,129.385372,03-05,
2017-06-08,구룡포항 부근,35.947898,129.634415,,
2017-06-08,호미곶 근해,36.1665,129.576,,
2017-06-08,구룡포 앞바다,35.9803,129.5682,,
2017-06-08,양남면 근해,35.781889,129.530307,,
2017-06-08,경북 경주시 양남면 앞바다,35.655964,129.48314,,
2017-06-08,포항 남호리 앞바다,36.3185,129.3976,,
2017-06-08,"76-4,5번 해구",36.452316,129.577409,,
2017-06-08,죽변리 근해,36.94217,129.42652,,
2017-06-08,경북 울진군 덕천리 근해,37.091701,129.446,05-10,
2017-06-08,왕돌초 근해,36.779236,129.713181,,
2017-06-08,울릉도 근해,37.481464,130.976719,,
2017-06-08,울릉도 부근,37.449572,130.973406,,
2017-06-08,울릉도 남양리 앞바다(남쪽부근),37.4381,130.8512,,
2017-06-08,울릉도 태하리 근해,37.469194,130.685873,,
2017-06-08,울릉도 죽암 부근,37.558986,130.880928,,
2017-06-08,경남 통영시 광도면 안정리 부근,34.946155,128.451118,10,
2017-06-08,경남 통영시 성동조선소 인근,34.589106,128.615433,30,
2017-06-08,두미도 부근,34.759207,128.170192,,
2017-06-08,신수도 주변,34.892789,128.06167,,
2017-06-08,강진만 부근,34.928127,127.981188,,
2017-06-08,경남 사천시 신수도,34.879034,128.097654,,
2017-06-08,사천만 부근,34.8699,128.1074,,
2017-06-08,고성군 덕명리 앞바다,34.865171,128.107238,10,y
2017-06-08,거제시 지심도 부근,34.81257,128.78369,10,y
2017-06-08,매물도 바깥부근,34.651495,128.661482,20,
2017-06-08,지심도 근해,34.730875,128.74179,,
2017-06-08,거제시 구조라해변,34.79,128.694,15-20,y
2017-06-08,경남 고성군 동화리 앞바다,34.9055,128.2025,,
2017-06-08,98-2번 해구(사량도 부근),34.868452,128.264228,10,y
2017-06-08,진해만 외측,35.080138,128.668188,,
2017-06-08,자란만 부근 (고성군 하이면 덕명리),34.874787,128.107215,10,
2017-06-08,경남 연해,34.43284,128.328068,,
2017-06-08,고성만 내측,34.931329,128.322104,,
2017-06-08,경남 남해군 물건리 앞바다,34.775288,128.10911,,
2017-06-08,앵강만,34.754027,127.930812,,
2017-09-28,전남 보성군 객산리 부근,34.6875,127.1948,,
2017-09-28,전남 보성군 회천면 부근,34.647229,127.121051,,
2017-09-28,전남 완도군 흑일도 백일도 부근,34.294269,126.560908,,
2017-09-28,전남 영광군 안마도 부근,35.326081,126.038718,100,
2017-09-28,전남 영광군 칠곡리 연안,35.3759,126.385,,
2014-09-18,인천 백령도 연봉바위 근해,37.894136,124.7002,40~50,y
2014-09-18,,37.112712,126.601324,,
2014-09-18,경기도 안산시 풍도 근해,37.122797,126.386946,8~15,
2014-09-18,경기도 안산시 풍도 근해,37.096916,126.376566,30~40,
2014-09-18,인천시 옹진군 덕적도 근해,37.232588,126.205483,40~50,
2014-09-18,경기도 안산시 시화호 근해,37.133502,126.537702,,
2014-09-18,경기 평택 LNG 근해,37.016124,126.772443,,
2014-09-18,경기도 평택시 평택항 근해,36.91523,126.938034,50~70,
2014-09-18,,36.9438,126.27068,,
2014-09-18,충남 태안군 내리 만대 앞,36.98883,126.30895,,
2014-09-18,충남 보령시 웅전읍 황죽도 근해,36.207197,126.499025,,
2014-09-18,충남 보령 외연도 남방해역,36.166667,126.166667,,
2014-09-18,충남 태안군 근흥면 가의도리 옹도 근해,36.639152,125.997641,,
2014-09-18,충남 당진군 현대제철 근해,36.994437,126.67055,,
2014-09-18,충남 태안군 가의도리 흑도 근해,36.695456,125.987974,,
2014-09-18,전북 군산시 옥도면 선유도 근해,35.799149,126.397467,,
2014-09-18,전북 부안 위도 근해,35.606421,126.320552,,
2014-09-18,전북 고창 상하면 자룡리 근해,35.489852,126.454636,,
2014-09-18,전북 군산 무녀도 근해,35.793112,126.438168,,
2014-09-18,전북 군산 개야도 근해,36.029184,126.533913,,
2014-09-18,전북 군산 새만금 바깥해역,35.88655,126.527755,30,
2014-09-18,전북 부안군 위도 근해,35.616792,126.241274,,
2014-09-18,전남 영광군 낙월면 안마도 서쪽해역,35.347126,125.968638,,
2014-09-18,전남 여수 소리도 근해,34.400332,127.797818,40~50,
2014-09-18,전남 고흥 거금도 근해,34.435314,127.247144,10~25,y
2014-09-18,전남 고흥 거금도 근해,34.42156,127.175866,50~70,
2014-09-18,제주도 제주시 근해,33.54966,126.446193,70~80,
2014-09-18,전남 완도군 약산면 신지면 사이,34.368638,126.819819,5~20,
2014-09-18,전남 완도군 약산면 신지면 사이,34.368304,126.814431,50~60,
2014-09-18,전남 완도군 약산면 근해,34.353822,126.937769,10~20,
2014-09-18,전남 고흥 거금도 근해,34.413075,127.172738,10~20,
2014-09-18,전남 고흥 나로도 근해,34.424524,127.555818,60~70,
2014-09-18,전남 보성 득량만 근해,34.700535,127.307086,5~20,y
2014-09-18,전남 진도 근해,34.475446,126.400792,,
2014-09-18,전남 진도 임회면 사자도 불모도 사이,34.274554,125.949286,,
2014-09-18,경남 남해군 삼동면 물건항 근해,34.7742,128.061452,2~3,
2014-09-18,경남 남해 앵강만,34.716415,127.875827,60~70,
2014-09-18,경남 사랑도 근해,34.799107,128.186429,15~25,y
2014-09-18,경남 고성 연안,34.859375,128.300033,10~20,y
2014-09-18,경남 고성 연안,34.912416,128.239078,20~30,
2014-09-18,,34.787052,128.170669,,
2014-09-18,경남 창원시 진해만,35.083665,128.672748,10~20,y
2014-09-18,경남 남해 강진만,34.832664,128.041458,,
2014-09-18,경남 고성 근해,34.814846,128.320636,,
2014-09-18,경남 자란만 근해,34.915379,128.231344,,
2014-09-18,경남 남해 미조 근해,34.676742,128.038999,50,
2014-09-18,경남 하동군 대도 근해,34.9219,127.8019,10~20,
2014-09-18,부산 영도 근해,35.070586,129.108002,,
2014-09-18,부산 가덕도 근해,35.04885,128.865827,5~15,y
2014-09-18,부산 고리원자력 발전소 근해,35.308874,129.28259,5~15,
2014-09-18,부산 생도 근해,35.043563,129.101947,100,
2014-09-18,부산 해운대 동백섬 근해,35.153176,129.158276,,
2014-09-18,부산 해운대구 청사포 근해,35.14741,129.220696,5~10,
2014-09-18,울산 동구 근해,35.510362,129.466575,,
2014-09-18,울산 93-2해구,35.683333,129.533333,,
2014-09-18,경북 포항시 흥해 칠포만 근해,36.160802,129.419336,,
2014-09-18,경북 포항시 근해,36.118303,129.479777,20,
2014-09-18,경북 울진 사동 앞바다,37.047099,129.426569,15~30,
2014-09-18,경북 울진 근해,36.996238,129.429438,,
2014-09-18,경북 감포 근해,35.78068,129.532651,,
2014-09-18,경북 울릉도 근해,37.409194,131.175841,,
2014-09-18,경북 울진 원자력발전소 근해,37.130492,129.401167,10~20,
2014-09-18,경북 울진 원자력발전소 근해,37.105882,129.394634,30~50,
2014-09-18,경북 울진 근해,37.011509,129.454228,8~15,
2014-09-18,경북 영덕군 남정면 근해,36.289463,129.39639,5~10,
2014-09-18,강원도 주문진 울릉도 사이,37.604632,130.412461,,
2014-09-18,,37.440164,129.217476,,
2014-09-18,강원도 동해시 묵호항 근해,37.541092,129.132196,,
2014-09-18,,33.556258,126.337654,,
2014-09-18,제주도 추자도 남동해역 근해,33.915699,126.376091,40~50,
2014-09-18,제주도 차귀도 근해,33.305758,126.159729,,
2014-09-18,,33.158482,126.298839,,
2014-09-18,"제주도 구좌읍 종달리, 우도 사이",33.506879,126.9277,,
2014-09-18,동중국해(한일중간수역),29.833333,126,,
2014-09-18,전북 고창군 삼원면 하전지선,35.546527,126.576604,,
2014-09-18,전남 영광군 염산면 두우리해역,,,,
2014-09-18,전남 영광군 낙월면 칠산해역,30.3,126.11,,
2014-09-18,,,,,
2014-09-18,,,,,
2014-09-18,전북 고창군 삼원면 만돌 인근 해역,,,,
2014-09-18,경남 거제도 근해,35.002778,128.619444,10~20,
2014-11-20,,37.076732,125.924831,,
2014-11-20,인천 옹진군 북도면 장봉도 근해,37.519172,126.350704,,
2014-11-20,인천 옹진군 영흥면 동수도 근해,37.208118,126.349224,,
2014-11-20,인천 덕적도 근해,37.262362,126.137261,,
2014-11-20,경기도 화성시 우정면 국화도 근해,37.066153,126.542219,,
2014-11-20,충남 서산시 팔봉면 고파도 근해,36.929514,126.322302,,
2014-11-20,충남 당진 현대제철 근해,37.007946,126.712815,,
2014-11-20,,37.042684,126.443587,,
2014-11-20,,36.966025,126.821753,,
2014-11-20,충남 대산항 근해,37.015984,126.371491,,
2014-11-20,전북 군산 비안도 위도 사이,35.701233,126.410915,,
2014-11-20,전북 군산 비안도 남방근해,35.72041,126.459885,,
2014-11-20,전북 군산 새만금근해,35.863236,126.574518,,
2014-11-20,전북 군산 고군산군도 신지도 근해,35.825308,126.487635,,
2014-11-20,전북 어청도 근해,36.12979,126.006554,,
2014-11-20,전북 군산 장자도 근해,35.973299,126.216539,,
2014-11-20,전북 군산 개야도 근해,36.027915,126.540372,10~25,
2014-11-20,"전북 군산 연도, 십이동파도 사이",36.048136,126.3328,,
2014-11-20,경남 진해시 행암만 근해,35.122934,128.68987,10~20,
2014-11-20,경남 진해시 행암만 근해,35.117008,128.686003,30~40,
2014-07-31,충남 보령 삽시도 근해,36.344298,126.332153,20~30,
2014-07-31,충남 보령 외연도 남방해역,36.166667,126.166667,30~40,
2014-07-31,충남 태안군 근흥면 가의도리 옹도 근해,36.639152,125.997641,,
2014-07-31,충남 당진군 현대제철 근해,36.994437,126.67055,,
2014-07-31,,36.695456,125.987974,,
2014-07-31,전북 부안 위도 근해,35.606421,126.320552,15~20,
2014-07-31,전북 고창 상하면 자룡리 근해,35.489852,126.454636,5~20,
2014-07-31,전북 고창 상하면 자룡리 근해,35.445017,126.415532,40~50,
2014-07-31,전북 군산 무녀도 근해,35.793112,126.438168,5~15,y
2014-07-31,전북 군산 비안도 근해,35.735789,126.430878,5~20,
2014-07-31,전북 군산 개야도 근해,36.029184,126.533913,,
2014-07-31,,36.060662,126.486468,,
2014-07-31,전북 군산 새만금 내측,35.821847,126.643869,,
2014-07-31,전북 부안 위도 근해,35.572759,126.297308,,
2014-07-31,전북 부안 근해,35.620779,126.440134,,
2014-07-31,전남 영광군 낙월면 안마도 서쪽해역,35.347126,125.968638,15~25,
2014-07-31,전남 여수 소리도 근해,34.400332,127.797818,,
2014-07-31,전남 고흥 나로도 근해,34.473838,127.544917,,
2014-07-31,전남 신안군 대흑산도 근해,34.687152,125.507806,50,
2014-07-31,전남 완도 근해,34.286738,126.799705,20,
2014-07-31,전남 완도군 약산면 신지면 사이,34.368638,126.819819,5~20,y
2014-07-31,전남 완도군 약산면 근해,34.353822,126.937769,10~15,
2014-07-31,전남 고흥 거금도 근해,34.413075,127.172738,10~20,y
2014-07-31,전남 보성 득량만 근해,34.700535,127.307086,5~20,
2014-07-31,전남 진도 근해,34.51116,126.406618,5~10,
2014-07-31,전남 진도 근해,34.475446,126.400792,10~20,
2014-07-31,전남 진도 임회면 사자도 불모도 사이,34.274554,125.949286,10~20,
2014-07-31,경남 창원 원전 근해,35.056258,128.652165,5~20,y
2014-07-31,경남 창원 원전 근해,35.060165,128.647331,30,
2014-07-31,경남 남해군 삼동면 물건항 근해,34.7742,128.061452,5~15,y
2014-07-31,경남 남해 앵강만,34.716415,127.875827,,
2014-07-31,경남 사랑도 근해,34.799107,128.186429,15~25,y
2014-07-31,경남 고성 연안,34.859375,128.300033,10~15,y
2014-07-31,경남 고성 연안,34.912416,128.239078,20~30,
2014-07-31,,34.787052,128.170669,,
2014-07-31,경남 통영시 욕지도 근해,34.589286,128.250514,,
2014-07-31,경남 창원시 진해만,35.083665,128.672748,10~15,y
2014-07-31,,35.027297,128.526598,,
2014-07-31,"경남 거제 장승포, 부산 가덕도 사이",34.924848,128.818755,,
2014-07-31,경남 남해 강진만,34.832664,128.041458,,
2014-07-31,경남 고성 근해,34.814846,128.320636,10~15,
2014-07-31,경남 자란만 근해,34.915379,128.231344,5~10,
2014-07-31,경남 남해 미조 근해,34.676742,128.038999,,
2014-07-31,경남 하동군 대도 근해,34.921875,127.801919,,
2014-07-31,부산 영도 근해,35.070586,129.108002,10~20,
2014-07-31,부산 가덕도 근해,35.04885,128.865827,5~15,y
2014-07-31,부산 고리원자력 발전소 근해,35.308874,129.28259,5~15,
2014-07-31,부산 생도 근해,35.042438,129.096556,5~15,y
2014-07-31,부산 해운대 동백섬 근해,35.153176,129.158276,10~15,
2014-07-31,부산 오륙도 송정 사이,35.088736,129.178804,5~10,y
2014-07-31,부산 해운대구 청사포 근해,35.14741,129.220696,,
2014-07-31,울산 동구 근해,35.510362,129.466575,5~10,y
2014-07-31,울산 서생면 간절곶 근해,35.364448,129.38113,5~10,
2014-07-31,울산 온산 근해,35.40137,129.377964,5~10,y
2014-07-31,울산 온산 근해,35.387616,129.382097,20~30,
2014-07-31,울산 북구 정자동 바깥해역,35.683333,129.533333,,
2014-07-31,경북 포항시 구룡포항 근해,35.977744,129.588726,5~20,y
2014-07-31,경북 포항시 흥해 칠포만 근해,36.160802,129.419336,,
2014-07-31,경북 포항시 근해,36.118303,129.479777,20,y
2014-07-31,경북 울진 왕돌초 근해,37.002048,129.43365,,
2014-07-31,경북 감포 근해,35.78068,129.532651,10~15,
2014-07-31,,36.058334,129.495181,,
2014-07-31,경북 울진 원자력발전소 근해,37.130492,129.401167,10~20,
2014-07-31,경북 울진 근해,36.928572,129.462299,5~10,
2014-07-31,경북 울진 근해,37.011509,129.454228,8~15,
2014-07-31,경북 울진 근해,37.01928,129.429648,20~30,
2014-07-31,강원도 주문진 울릉도 사이,37.604632,130.412461,,
2014-07-31,,37.440164,129.217476,,
2014-07-31,강원도 양양군 낙산앞 남대천 하류,38.122345,128.652478,20,
2014-07-31,강원도 동해시 묵호항 근해,37.541092,129.132196,15,
2014-07-31,제주도 제주시 근해,33.529588,126.447869,60~70,
2014-07-31,,33.556258,126.337654,,
2014-07-31,,33.915699,126.376091,,
2014-07-31,제주도 서귀포시 중문해수욕장 근해,33.237697,126.410164,30~50,
2014-07-31,제주도 차귀도 근해,33.324806,126.142414,,
2014-07-31,,33.158482,126.298839,,
2014-07-31,"제주도 구좌읍 종달리, 우도 사이",33.506879,126.9277,50~70,
2014-07-31,한일중간수역,31.833333,127.133333,50~70,
2014-07-31,한일중간수역,31.7,127,,
2014-07-31,전북 군산시 말도 근해,35.862592,126.3222,10~15,
2014-07-31,전북 군산시 말도 근해,35.865209,126.308929,30~40,
2014-07-31,전북 군산시 옥도면 방축도 근해,35.842952,126.376851,10~20,
2014-07-31,전북 군산시 옥도면 신시도 근해,35.808377,126.472734,10~25,y
2014-07-31,,,,,
2014-07-31,전북 군산시 옥도면 선유도 근해,35.830294,126.417037,10~20,
2014-07-31,전북 군산 새만금내,35.830294,126.613484,15~25,y
2014-07-31,전북 말도 왕등도 사이,35.834722,126.293014,30~40,y
2014-07-31,전북 고창군 삼원면 하전지선,35.546527,126.576604,,
2014-07-31,전북 고창군 부안면 선운지선,35.54422,126.602194,10~20,
2014-07-31,전북 부안군 위도 근해,35.596129,126.308652,20,
2014-07-31,전북 부안군 위도 근해,35.570751,126.275534,15~30,y
2014-07-31,제주도 제주시 수협위판장 근해,33.424,126.255,,
2014-07-31,부산 일광해수욕장,35.263,129.234,,
2014-07-31,제주 협재중앙 해변,35.26252,129.233736,,
2014-07-31,제주 이호테우 해변,35.178613,129.199713,,
2014-07-31,제주도 서귀포시 남원읍 신흥 해안,33.281368,126.768464,15~20,
2014-07-31,제주도 223-9해구,33.127404,126.943525,28,
2014-07-31,강원 동해시 망상해수욕장,37.59371,129.090042,,
2014-07-31,강원 강릉시 경포대해수욕장,37.781368,128.94678,,
2014-07-31,경남 남해 두곡월포해수욕장,34.768332,127.907595,,
2014-11-27,전남 고흥 거금도 근해,34.413075,127.172738,,
2014-11-27,전남 고흥 나로도 근해,34.424524,127.555818,10~25,
2014-11-27,전남 보성 득량만 근해,34.700535,127.307086,5~20,
2014-11-27,전남 진도 임회면 사자도 불모도 사이,34.284302,126.143275,,
2014-11-27,경남 창원 원전 근해,35.060165,128.647331,,
2014-11-27,경남 남해군 삼동면 물건항 근해,34.7742,128.061452,,
2014-11-27,경남 남해 앵강만,34.716415,127.875827,,
2014-11-27,경남 사랑도 근해,34.799107,128.186429,,
2014-11-27,경남 고성 연안,34.859375,128.300033,10~20,
2014-11-27,경남 통영시 사량도 근해,34.787052,128.170669,,
2014-11-27,경남 통영시 욕지도 근해,34.589286,128.250514,,
2014-11-27,경남 창원시 진해만,35.083665,128.672748,10~20,
2014-11-27,,34.598214,128.259252,,
2014-11-27,경남 통영시 한산면 매물도 근해,34.62703,128.588657,,
2014-11-27,경남 남해 강진만,34.832664,128.041458,,
2014-11-27,경남 자란만 근해,34.915379,128.231344,,
2014-11-27,경남 하동군 대도 근해,34.9219,127.8019,,
2014-11-27,,34.935268,127.982523,,
2014-11-27,부산 영도 근해,35.070586,129.108002,,
2014-11-27,부산 가덕도 근해,35.04885,128.865827,,
2014-11-27,부산 고리원자력 발전소 근해,35.308874,129.28259,,
2014-11-27,부산 생도 근해,35.043563,129.101947,,
2014-11-27,부산 해운대 동백섬 근해,35.153176,129.158276,,
2014-11-27,부산 오륙도 송정 사이,35.088736,129.178804,,
2014-11-27,부산 해운대구 청사포 근해,35.14741,129.220696,,
2014-11-27,울산 동구 근해,35.510362,129.466575,,
2014-11-27,울산 93-2해구,35.683333,129.533333,,
2014-11-27,경북 포항시 흥해 칠포만 근해,36.14268,129.407836,10~15,
2014-11-27,경북 포항시 근해,36.118303,129.479777,,
2014-11-27,경북 울진 왕돌초 근해,37.002048,129.43365,,
2014-11-27,경북 울진 사동 앞바다,37.047099,129.426569,20~30,
2014-11-27,경북 울진 근해,36.996238,129.429438,,
2014-11-27,경북 감포 근해,35.78068,129.532651,,
2014-11-27,,36.058334,129.495181,,
2014-11-27,경북 울릉도 근해,37.409194,131.175841,,
2014-11-27,경북 울진 원자력발전소 근해,37.130492,129.401167,,
2014-11-27,경북 울진 오천항 근해,36.889556,129.433305,,
2014-11-27,경북 울진 근해,36.928572,129.462299,,
2014-11-27,경북 울진 근해,37.011509,129.454228,30,
2014-11-27,강원도 주문진 울릉도 사이,37.604632,130.412461,,
2014-11-27,,37.440164,129.217476,,
2014-11-27,강원도 양양군 낙산앞 남대천 하류,38.122345,128.652478,25~30,
2014-11-27,강원도 동해시 묵호항 근해,37.541092,129.132196,,
2014-11-27,제주도 추자도 남동해역 근해,33.915699,126.376091,,
2014-11-27,,33.158482,126.298839,,
2014-11-27,"제주도 구좌읍 종달리, 우도 사이",33.506879,126.9277,,
2014-11-27,동중국해(한일중간수역),30,121,,
2014-11-27,인천 LNG 및 팔미도 인근해역,,,,
2014-11-27,전남 고흥 금산 우두리 근해,34.446389,127.097778,1~15,
2014-11-27,전남 진도군 지산면 보전해역,,,,
2014-11-27,경남 사천시 삼천포 연안,,,,
2017-11-23,부산 영도 연안,35.071,129.108,,
2014-11-27,경남 고성군 하이면 덕명-봉화 인근해역,34.895697,128.153037,3~5,
2014-11-27,경남 남해군 창선면 광천 앞바다,,,,
2014-11-27,전남 해남군 북일면 내동리 인근해역,,,,
2014-11-27,경기도 화성시 입파도 부근,,,,
2014-11-27,경기 평택항 근해,36.931947,126.8410895,,
2014-11-27,경기 안산시 풍도 부근 해역,,,,
2014-11-27,경기 안산시 단원구 대부 남동 인근 해역,,,,
2014-11-27,경기도 화성시 입파도 인근해역,,,,
2014-11-27,,,,,
2014-11-27,인천 강화군 석모수로,,,,
2014-11-27,경기 화성시 백미항 근해,,,,
2014-11-27,경기 안산시 대부 구봉도 앞,,,,
2014-11-27,울산 동구 주전동 인근 해역,,,,
2014-11-27,,,,,
2013-12-12,인천 무의도 근해,37.4357185,126.3228858,,
2013-12-12,인천 남구 송도 LNG기지 앞,37.3740665,126.6163914,,
2013-12-12,인천 백령도 연봉바위 근해,37.9306,124.7315381,,
2013-12-12,경기도 입파도 도리도 근해,37.1013745,126.5671713,,
2013-12-12,경기도 화성 도리도 근해,37.1259885,126.6030229,,
2013-12-12,경기도 안산시 풍도 근해,37.122797,126.3869456,,
2013-12-12,인천 덕적도 근해,37.2623615,126.0637839,,
2013-12-12,경기도 시흥시 오이도 근해,37.348878,126.6763333,,
